Name,Sex,Bodyweight,Age,Squat,Bench,Deadlift,Total
Melanie Cieciorka,F,57,30,110,55,115,280
Heather Rey,F,59.2,26,97.5,52.5,130,280
Robyn Klepko,F,59.4,32,85,50,112.5,247.5
Claudia Davila,F,64,30,102.5,57.5,132.5,292.5
Carli Tonner,F,63.4,34,87.5,67.5,105,260
Alyssa Tonner,F,66.6,28,87.5,45,110,242.5
Natalie Maley,F,71.4,39,137.5,77.5,165,380
Whitney Stearns,F,74.4,29,137.5,70,142.5,350
Kaylee Cavins,F,74.6,18,140,65,145,350
Allison Rice,F,72.4,27,80,50,115,245
Nichole Holzum,F,88.6,31,157.5,90,197.5,445
Anna Krattli,F,90,29,120,62.5,137.5,320
Kelli Millikan,F,138.4,33,165,80,190,435
Ariana Perez,F,97.8,31,122.5,70,155,347.5
Tracy Bryant,F,104.2,51,130,62.5,155,347.5
Chloe Vroman,F,90.6,24,132.5,72.5,140,345
Chris Cieciorka,M,73.8,34,167.5,122.5,200,490
Blake Mattingly,M,82.2,21,220,152.5,245,617.5
Johnny Johnson,M,88.2,31,272.5,195,310,777.5
Skip Jones,M,88.8,31,217.5,152.5,250,620
Chalmer Brickhaus,M,89.6,17,197.5,140,230,567.5
Dylan Mcleod,M,84.8,28,187.5,137.5,227.5,552.5
Ryan Orr,M,89.4,28,192.5,132.5,217.5,542.5
Paul Nielsen,M,87.8,30,197.5,110,227.5,535
Nick Martin,M,89.4,29,202.5,122.5,205,530
Ian Mcintosh,M,98.4,24,285,171,290,746
Craig Konrardy,M,97.6,25,295,140,260,695
Samuel Funderburk,M,96.6,26,245,145,265,655
Elijah Vroman,M,99.4,18,242.5,165,240,647.5
Danny Nguyen,M,99.4,24,230,142.5,252.5,625
Clayton Otto,M,93.2,28,190,127.5,250,567.5
Aaron Cobb,M,98.2,28,195,120,227.5,542.5
John Filipek,M,101.2,24,252.5,155,287.5,695
Landon Zirkelbach,M,106.8,31,210,120,235,565
William Filipek,M,116.2,26,312.5,200,310,822.5
Delon Knight,M,123.6,26,290,205,290,785
Daniel Duncan,M,123.6,26,260,165,262.5,687.5
Steven Totten,M,138.8,12,152.5,75,165,392.5
Jacqueline Mojica,F,49.3,44,102.5,65,135,302.5
Alejandra Paz,F,51.2,29,105,55,102.5,262.5
Jessica Blanchfill,F,118.4,27,140,57.5,160,357.5
Christopher Nieves,M,72.5,23,172.5,112.5,250,535
Doug Phan,M,81,30,182.5,125,255,562.5
Jesse Shelton,M,81,30,185,155,202.5,542.5
Justin Halog,M,89.3,29,197.5,117.5,207.5,522.5
Rey Nunez,M,98.2,39,215,150,245,610
Justin Ford,M,119.6,30,227.5,150,240,617.5
Cathy Brock,F,51,35,87.5,45,112.5,245
Mandy Smith,F,51.8,41,70,50,92.5,212.5
Angel Snyder,F,58.7,32,123,65,150,338
Belinda Glenz,F,59.5,33,70,42.5,90,202.5
Lacey Hunter,F,66.9,36,100,52.5,150,302.5
Autumn Howells,F,82.5,37,147.5,70,150,367.5
Jamie Stone,F,81.1,27,87.5,65,105,257.5
Nicole Haran,F,89.8,33,122.5,62.5,142.5,327.5
Caitlyn Hott,F,95.7,19,155,80,160,395
Daniel Brewster,M,67,36,135,115,170,420
Isaac Jaramillo,M,76,26,185,125,200,510
Gabriel Gunselman,M,88.6,25,137.5,97.5,157.5,392.5
Edward Buczakowski,M,91.6,26,192.5,135,265,592.5
Colin Brock,M,97.6,34,155,125,175,455
Diamond Volk,F,63.6,25,140,65,162.5,367.5
DeAnna Andrews,F,64.8,24,125,70,132.5,327.5
Caitlin Fuller,F,66.7,28,112.5,70,127.5,310
Rachel Formy Duval,F,61.6,22,110,52.5,137.5,300
Lauren Toth,F,66.8,26,112.5,52.5,115,280
Jennifer Watson,F,71,32,127.5,62.5,152.5,342.5
Erica Jensen,F,73.8,26,132.5,57.5,147.5,337.5
Christina Burdette,F,72.8,35,127.5,65,143.5,336
Madeia Mustafaa,F,73.1,36,122.5,67.5,122.5,312.5
Amira Sixkiller,F,81.3,26,142.5,57.5,175,375
Rebecca Peyer,F,80.2,37,102.5,75,142.5,320
Heather Tilghman,F,87.8,27,105,47.5,117.5,270
Kimberly Morring,F,146.8,36,195,95,192.5,482.5
Sierra Edwards,F,109.2,27,127.5,75,147.5,350
Kayren Wesch,F,104.7,28,122.5,65,145,332.5
Jacob Coggsdale,M,74.9,25,202.5,120,232.5,555
Jarodd Johnson,M,82.5,23,160,105,195,460
Jeff Docena,M,88.3,24,215,152.5,255,622.5
Ray Juan Horton,M,87.2,32,207.5,150,237.5,595
Javoris Pettaway,M,90,23,152.5,102.5,162.5,417.5
Chris Blankenship,M,107.6,36,250,155,257.5,662.5
Steven Thompson,M,108.4,27,227.5,150,252.5,630
Douglas Peyer,M,108.1,32,190,137.5,227.5,555
Zach Smith,M,129.9,31,237.5,175,277.5,690
Joshua Chandler,M,138.4,30,245,180,257.5,682.5
Richard Ferguson,M,155.5,34,265,185,250,700
Kristen Bales,F,66.2,25,135,60,195,390
Jordan Fox,F,73.2,29,142.5,77.5,142.5,362.5
Gina Furrey,F,87.3,26,110,75,147.5,332.5
Sarah Vance #1,F,101.7,25,150,87.5,162.5,400
Erin Shoun,F,96.3,33,150,75,137.5,362.5
Mandy Grooms,F,104.5,33,125,72.5,130,327.5
Mia Fisher,F,125.4,17,115,60,120,295
Joe Hwang,M,67,29,187.5,116,207.5,511
Jake Berry,M,81.6,24,170,135,185,490
Antonio Guerrero,M,89.5,24,232.5,162.5,277.5,672.5
DeMarcus Mitchell,M,99.3,28,195,115,240,550
Johnny Keathley,M,99.1,23,190,127.5,227.5,545
Joseph Shipley,M,107.6,26,262.5,167.5,255,685
Aylor Evans,M,103.6,24,240,147.5,265,652.5
Lawrence Grooms,M,108,35,187.5,147.5,227.5,562.5
Jamaal Price,M,113.8,34,262.5,192.5,200,655
Kaitlyn Hart,F,63.9,29,137.5,62.5,140,340
Gayle Lujan,F,75,51,112.5,60,140,312.5
Michelle Perez,F,88.5,27,155,57.5,160,372.5
Cody Cassidy,M,74.95,25,215,135,290,640
Jared Scott #1,M,82.25,28,202.5,133.5,232.5,568.5
Geoff Briles,M,88.9,25,227.5,157.5,272.5,657.5
Josh Moore,M,89.1,33,205,125,262.5,592.5
Titan Ritenour,M,106.75,38,257.5,182.5,272.5,712.5
Shane Rugg,M,120.85,26,270,215,265,750
Connor Stone,M,122.3,22,222.5,167.5,245,635
Maria Sanchez #1,F,54.3,22,122.5,77.5,162.5,362.5
Alessandra Molina,F,59.8,19,112.5,60,145,317.5
Dyanna Hough,F,58.4,36,112.5,55,117.5,285
Kelly Bird,F,67.4,25,137.5,60,155,352.5
Itzel Volino,F,64.6,25,120,65,147.5,332.5
Chelsea Bumgarner,F,63.3,26,87.5,50,95,232.5
Lindsay Jones,F,73.9,31,137.5,90,185,412.5
Anna Brown,F,74.7,22,132.5,80,160,372.5
Cari Andrew,F,70.6,34,135,65,137.5,337.5
Marisa Escolar,F,68.4,38,105,62.5,125,292.5
Dakota Catan,F,73.7,24,100,60,122.5,282.5
Bridget McDermott,F,81,33,162.5,87.5,155,405
Rebecca Stanton,F,80.1,22,140,75,167.5,382.5
Melanie Ricer,F,75.4,25,97.5,42.5,122.5,262.5
Jaclyn Shepard,F,87,32,147.5,80,160,387.5
Christina Tupper,F,89.7,31,157.5,80,150,387.5
Faith Foggy,F,105.6,30,182.5,100,182.5,465
Melody Simpson,F,128.8,36,152.5,100,190,442.5
Chase Pernell,M,65.9,24,217.5,122.5,265,605
Ian Bailley,M,64.4,30,155,95,182.5,432.5
Phillip Bennett,M,74,25,222.5,150,227.5,600
Roman Widmann,M,74.8,25,215,150,230,595
Jake Turney,M,74,26,192.5,132.5,243,568
Ralph Rodriguez,M,74.9,28,167.5,120,222.5,510
Rocky Hall,M,82.1,28,235,150,265,650
Derek Selles,M,81.1,35,237.5,140,247.5,625
Ian Schneider,M,80.9,27,200,140,260,600
Wil Cope,M,80.7,25,190,120,262.5,572.5
Elijah Anderson,M,80.2,23,212.5,135,217.5,565
Alexander Pomeroy,M,80,26,190,120,242.5,552.5
David Johnson,M,75.1,26,142.5,97.5,195,435
Joshua Riley,M,88.6,27,220,152.5,285,657.5
Moses Marrero,M,89.1,28,217.5,157.5,272.5,647.5
James Range,M,87.8,28,235,135,265,635
Lendon Jacobs,M,88.9,21,212.5,132.5,245,590
Travis Greenlee,M,89.7,30,215,142.5,227.5,585
David Svistun,M,85.2,25,220,125,225,570
Jake Berry,M,87.1,25,195,142.5,215,552.5
Trevor Miersen,M,88,20,185,112.5,212.5,510
Hunter Graham,M,89.1,24,175,112.5,212.5,500
Miguel Covarrubias,M,97.9,26,247.5,147.5,270,665
Chase Brisendine,M,98.7,24,192.5,140,215,547.5
Mathew Tosi,M,108.6,38,260,220,280,760
Thor Haskin,M,103.9,22,300,162.5,277.5,740
Isaac Pedrote,M,109.7,35,277.5,177.5,272.5,727.5
Marvin Spicer,M,105.2,28,240,192.5,275,707.5
Kaleb Tessema,M,107.7,24,252.5,145,277.5,675
Brandon Ballance,M,109.6,25,215,152.5,265,632.5
Alec Hughes,M,107.1,23,210,120,265,595
Seth Kegley,M,108.3,25,245,105,232.5,582.5
Stephan DiPaola,M,105.7,40,170,97.5,170,437.5
Matt Gilmer,M,114.1,32,182.5,137.5,232.5,552.5
Kris Lewis #2,M,120.5,27,185,110,222.5,517.5
Salvador Alejandro Martinez,M,139.5,24,282.5,185,275,742.5
Chad Williams,M,130,35,275,200,255,730
Kyle DuBois,M,129.1,24,235,140,227.5,602.5
Matt Toohey,M,169.3,31,315,175,290,780
Krystle Fasce,F,43.4,37,60,40,105,205
Miranda Hart,F,48,20,77.5,50,102.5,230
Ellen Oster,F,47.1,65,67.5,42.5,90,200
Christina Valavno-DiBenedetto,F,51.8,32,95,62.5,145,302.5
Stephanie Kershner,F,55.5,38,105,52.5,110,267.5
Juliana Falcone,F,55.7,26,97.5,50,113,260.5
Maria Aracena,F,56.7,41,67.5,32.5,92.5,192.5
Anna Marie Bulfamante,F,63.7,24,120,52.5,135,307.5
Olivia Donovan,F,66.9,25,112.5,47.5,142.5,302.5
Danielle Menniti,F,64.4,44,90,50,120,260
Gina Gelso,F,73,29,117.5,55,152.5,325
Megan Connelly,F,73.8,28,110,62.5,147.5,320
Ashley Lucena,F,71.1,27,125,60,127.5,312.5
Joan Kucmierowski,F,74.3,59,80,37.5,107.5,225
Michelle Serrao,F,81.1,29,125,60,140,325
Martha Varel,F,80,48,122.5,52.5,147.5,322.5
Sara Rosa,F,81.1,38,117.5,67.5,127.5,312.5
Michael Brown,M,54.4,22,140,85,165,390
Sean Fagan,M,67.4,35,200,147.5,252.5,600
Freddie Jones,M,67.5,25,200,132.5,262.5,595
Silbestre Castelan,M,66.9,31,172.5,102.5,187.5,462.5
Chris Bautista,M,73.6,23,162.5,135,195,492.5
Jose Chimbo,M,73.3,19,162.5,115,175,452.5
Daquan Sisco,M,81.6,28,240,147.5,292.5,680
Thanh Huynh,M,82.5,25,220,132.5,245,597.5
Pablo Valdes,M,77.5,24,210,115,262.5,587.5
Michael Louros,M,80.6,26,205,135,232.5,572.5
Vasilios Xenikakis,M,81.6,21,215,125,225,565
Michael Zamora,M,79.1,24,170,125,215,510
Jaehyeok Sim,M,80.8,19,190,107.5,205,502.5
Patrick Reckner,M,81.6,26,177.5,102.5,220,500
Alex Hilario,M,78.2,42,172.5,120.5,197.5,490.5
Massimo Visca,M,89.2,20,215,142.5,282.5,640
Luis Felipe Hernandez,M,87,26,170,140,215,525
Steven Sabella,M,98.8,24,247.5,170,270,687.5
Tim Endres,M,98.5,22,255,157.5,270,682.5
Ynoel Lopez,M,90.5,35,235,157.5,265,657.5
William Stewart,M,97.6,42,185,152.5,227.5,565
Victorio Van Dunk,M,122.2,30,260,165,257.5,682.5
Amanda Moore,F,49.5,26,100,62.5,120,282.5
McKenzie Maxson,F,55.8,24,117.5,72.5,147.5,337.5
Maureen Spessard,F,71.3,35,82.5,45,97.5,225
Jennifer Doub,F,82.5,30,82.5,62.5,102.5,247.5
Kaitlin Bedekovich,F,95.9,32,142.5,65,170,377.5
Martin Hsieh,M,74.7,33,212.5,130,257.5,600
Jonathan Pinker,M,74.5,26,185,112.5,247.5,545
Bryant Castens,M,72.7,28,177.5,125,210,512.5
Jose Romero,M,74.9,25,180,125,200,505
Julian Baca,M,82.1,36,205,145,232.5,582.5
Marion Hebert,M,75.4,27,185,142.5,200,527.5
Bryce Koob,M,78.5,19,185,130,207.5,522.5
James Gangler,M,79.3,29,180,117.5,210,507.5
Corey Kelley,M,89.2,29,205,135,225,565
Lewis Holder,M,87.6,24,182.5,152.5,227.5,562.5
Cody Figgatt,M,89.1,24,175,112.5,190,477.5
Jeffrey Cheng,M,87.9,27,175,97.5,190,462.5
Donald Berry,M,89.4,58,160,107.5,180,447.5
Ed Smith,M,97.3,46,185,142.5,225,552.5
Adam Shick,M,98.8,25,195,117.5,232.5,545
Charles Walls,M,93.5,26,165,132.5,227.5,525
Steve Thompson,M,108.4,41,255.5,207.5,262.5,725.5
Kahlyl McClain,M,108.1,22,222.5,155,290,667.5
Mike Hedlesky,M,109.5,33,187.5,170,310,667.5
Luke Paris,M,111.6,26,252.5,170,260,682.5
Allison Whorton,F,56,24,110,50,137.5,297.5
Claris Gandionko,F,66.5,22,137.5,60,137.5,335
Shelby Northern,F,69.1,26,132.5,82.5,160,375
Nhi Nguyen,F,73,25,95,50,120,265
Rebecca Moore,F,77.7,25,155,65,127.5,347.5
Betty Liu,F,87.1,27,120,75,152.5,347.5
Morgan Luschenat,F,136.6,32,155,87.5,182.5,425
Aaron Le,M,66.1,20,185,110,200,495
Chris Belk,M,65.7,30,152.5,117.5,167.5,437.5
Jonathan Pinker,M,74.8,27,197.5,130.5,252.5,580.5
Anthony Perry,M,82.4,28,242.5,162.5,250,655
Derrick Chance,M,80.4,30,207.5,157.5,245,610
Samuel Lian,M,81.2,27,200,130,235,565
Jack Chilcoat,M,81.3,24,165,125,207.5,497.5
Micaiah Branch,M,81.9,27,235,155,60,450
Jeremy Kim,M,81.4,24,165,97.5,167.5,430
David Joy,M,81.1,34,140,100,142.5,382.5
Gary Bone,M,89.2,26,245,185,265,695
Matthew Lawson,M,86.8,25,240,162.5,290,692.5
Christopher Burgess,M,87.3,29,227.5,165,272.5,665
John Kephart,M,88.8,30,227.5,150,262.5,640
Gene Santomartino,M,89.5,54,210,140,255,605
Cameron McDonald,M,88.7,24,165,115,232.5,512.5
Justin Roth,M,89,34,182.5,107.5,182.5,472.5
Donovan Parker Aleem,M,98.4,25,287.5,182.5,305,775
Charles Walls,M,98.4,27,177.5,137.5,237.5,552.5
Ryan Moore,M,107.1,31,210,147.5,212.5,570
Allen Jefferson,M,124.2,36,268,190,295,753
Drew Poland,M,168.2,34,200,127.5,195,522.5
Sally French,F,43.8,25,100,60,127.5,287.5
Natalie Do,F,47,21,110,52.5,152.5,315
Genelynn Oreta,F,49.6,25,100,62.5,137.5,300
Jessica Cho,F,51.6,25,92.5,47.5,137.5,277.5
Esther Lee,F,55.8,24,130,70,137.5,337.5
Lisa Nguyen Johnson,F,55.4,45,117.5,60,152.5,330
Sarah Runkle,F,56,31,95,60,107.5,262.5
Michelle Kim,F,59.9,26,142.5,72.5,160,375
Stephanie Pio,F,59.1,29,130,62.5,152.5,345
Melissa Escamilla,F,58.8,24,107.5,55,120,282.5
Veronica Leynes,F,59.3,27,80,50,112.5,242.5
Monique Saavedra,F,67.2,22,117.5,55,152.5,325
Paulene Le,F,64.1,26,115,62.5,130,307.5
Kayla Mach,F,65.3,20,102.5,65,122.5,290
Baylee Gonzales,F,66,20,107.5,65,112.5,285
Melody Rios,F,65,30,100,52.5,125,277.5
Palmer Rubinoff,F,61.7,26,112.5,45,102.5,260
Meghan Barry,F,74.3,23,150,82.5,167.5,400
Kristen Lawson,F,72.7,35,145.5,75,175,395.5
Latrice Henderson,F,74.4,27,122.5,62.5,157.5,342.5
Corrina Rocha,F,80.3,28,120,67.5,182.5,370
Marie Lemkul,F,80.1,46,125,75,165,365
Nicole Egan,F,80.7,28,127.5,60,140,327.5
Michelle Machado,F,75.1,27,107.5,60,140,307.5
Paige Rowan,F,81.5,27,90,55,127.5,272.5
Shavon Bates,F,89.3,28,120,65,137.5,322.5
Jazmine Lira,F,89.6,27,115,40,105,260
Arlene Hernandez,F,140.1,26,182.5,137.5,195,515
Katherine Sheets,F,117.8,38,185,90,180,455
Adriana Barajas,F,114.1,35,157.5,87.5,165,410
Jessica Pippen,F,99,35,82.5,55,132.5,270
Andrew Argel,M,67.5,28,185,110,200,495
Danny Phung,M,67.3,28,180,105,205,490
Melvin Caballero,M,66.9,25,152.5,125,210,487.5
Dean Chung,M,74.8,25,245,160,305,710
Spencer Buckley,M,74.2,23,230,138,280,648
Kenneth Ben,M,73.6,25,167.5,105,197.5,470
Danny Sre,M,81.5,29,235,177.5,272.5,685
Frank Tarn,M,81.9,29,235,160,250,645
Derek Rabot,M,81.7,21,210,155,272.5,637.5
David Johnson,M,79.8,33,190,175,235,600
Cody Hoffman,M,82.5,25,207.5,147.5,245,600
Hector Perez,M,81.9,24,192.5,132.5,227.5,552.5
Jacob Haley,M,76.7,20,192.5,145,205,542.5
Kristoffer Castillo,M,78.5,28,190,125,225,540
Matt Yetsko,M,79.2,29,197.5,150,187.5,535
Richard Avila,M,81.5,22,182.5,120,230,532.5
Heath Walker,M,89.6,24,262.5,175,267.5,705
Jim Clifford,M,88.1,28,240,145,295,680
Daryl Williams,M,88.2,36,187.5,152.5,272.5,612.5
Neil Camero,M,88.6,34,230,137.5,240,607.5
Phillip Nguyen,M,85.2,32,205,137.5,250,592.5
Travis Hiner,M,87,25,215,130,235,580
Mark Davis,M,86.8,26,192.5,142.5,240,575
Michael Almedina,M,89.5,25,220,120,227.5,567.5
Chris Gonzales #2,M,89.9,30,182.5,147.5,205,535
Chandler Hayes,M,89.2,20,150,110,192.5,452.5
James Doyle,M,96.9,30,242.5,165,322.5,730
Semboury Phan,M,99,30,235,205,257.5,697.5
Eric Hernandez,M,99.7,24,215,145,272.5,632.5
Alvin Fontamillas,M,93.1,24,232.5,150,225,607.5
Erik Boyd,M,96.4,30,210,135,255,600
John Authier,M,94.6,26,197.5,122.5,257.5,577.5
Mike Antich,M,95.7,25,157.5,117.5,220,495
Jose Avalos Aguilar,M,99.2,27,152.5,112.5,207.5,472.5
Bryon Jimenez,M,102.7,29,200,150,217.5,567.5
Julian Gutierrez,M,102.5,31,160,115,212.5,487.5
Erick Garcia,M,121.5,23,272.5,172.5,265,710
Marshall Wong,M,139.4,29,275,192.5,307.5,775
Adam Rockwell,M,137.6,24,207.5,203,282.5,693
Phongsathorn Churnakoses,M,137.8,37,227.5,170,267.5,665
Jason Oregel,M,137.7,27,217.5,165,247.5,630
Sergio Hernandez,M,125.7,30,197.5,205,135,537.5
Loren Ouellette,M,145.7,34,232.5,127.5,295,655
Sofia Decerce,F,57.7,24,122.5,62.5,117.5,302.5
Miriam Lawrence,F,59.2,51,95,52.5,102.5,250
Selen Yilmaz,F,63.1,29,75,45,102.5,222.5
Chelsea Nkwodimmah,F,74.4,28,182.5,85,207.5,475
Vanessa Romero,F,74.7,31,117.5,85,142.5,345
Kristin Jackson,F,88.7,36,142.5,80,142.5,365
Liza Wilensky,F,93.4,26,147.5,87.5,165,400
Teresa Naranjo,F,115.2,28,140,72.5,142.5,355
Brandon Nguyen,M,58.1,17,132.5,80,177.5,390
Eric Lieu,M,64.5,17,135,77.5,167.5,380
Ronald Boyett,M,74.1,25,247.5,132.5,287.5,667.5
Ken Yanga,M,74.4,23,177.5,112.5,242.5,532.5
Eduardo Reyes,M,74.8,26,192.5,117.5,210,520
Trinell Young,M,71.4,21,165,110,200,475
Irvin Lara,M,80,27,200,142.5,242.5,585
Anthony Park,M,79.1,30,195,145,240,580
Thanh Huynh,M,80,25,197.5,122.5,242.5,562.5
Jonathan Izkiyayev,M,79.4,21,185,120,192.5,497.5
Patrick Reckner,M,81.1,26,185,102.5,207.5,495
Daniel Hartig,M,80.2,25,135,85,150,370
Joseph Scherer,M,88.7,30,185,125,165,475
Alexander Frawley,M,95.4,24,252.5,152.5,277.5,682.5
Brian Mo,M,93.2,25,232.5,165,260,657.5
Brandon Hall,M,96.2,33,157.5,105,205,467.5
Addison Wade,M,101.2,27,185,127.5,272.5,585
Zack Carr,M,116.8,21,282.5,175,310,767.5
Francisco Naranjo,M,149.1,33,265,192.5,290,747.5
Caitlyn Schuft,F,55.05,36,105,77.5,118,300.5
Pamela Lopes,F,58.65,61,100,57.5,125,282.5
Stacey Otlin,F,67.25,41,132.5,82.5,165,380
Alejandra Camarena,F,66.45,29,125,75,147.5,347.5
Kim Roland,F,67,45,125,72.5,130,327.5
Jaycie Dunshie,F,71.95,23,117.5,97.5,155,370
Jennifer Wills,F,74.05,54,125,82.5,160,367.5
Sarah Settle,F,74.8,22,100,52.5,125,277.5
Alma Aceves,F,80.95,18,155,65,155,375
Britteny Raynor,F,96.55,30,110,50,152.5,312.5
Eduardo Navarro,M,73.6,23,182.5,130,222.5,535
Shaquille Patawe,M,69.3,25,157.5,127.5,190,475
Javier Martinez,M,71.45,19,117.5,77.5,175,370
Joseph Banuelos,M,80.25,21,190,127.5,225,542.5
Chris Benedict,M,79.75,29,167.5,110,212.5,490
Peter Isaid,M,82.25,25,165,122.5,197.5,485
Eugene Marinelli,M,89.15,31,195,142.5,212.5,550
Mark Cervantes,M,96.5,28,225,145,270,640
Seferino Aguilar,M,95.55,31,205,132.5,210,547.5
Hernan Duenas,M,95.6,24,192.5,125,227.5,545
Max Feldman,M,99.25,34,182.5,142.5,205,530
Fabian Aguilar,M,98.75,28,170,120,200,490
Ricardo Alvarado,M,108.1,31,187.5,122.5,210,520
James Cunningham,M,110,27,170,87.5,190,447.5
Mason Merilles,M,123.5,22,260,167.5,275,702.5
Ignacio Ureno,M,137.65,27,255,177.5,307.5,740
Marieliza Cuaresma,F,47.1,27,112.5,50,150,312.5
Maryam Rushdi,F,47,27,102.5,47.5,150,300
Raishel Phares,F,51.5,27,117.5,77.5,150,345
Alysan Casey,F,52,21,112.5,55,147.5,315
Stevie Seeley,F,50.8,28,112.5,65,132.5,310
Abigail Aceves,F,51,18,87.5,50,110,247.5
Lisa Nguyen Johnson,F,53.5,45,117.5,60,162.5,340
Nicole Lamartine,F,54.8,43,122.5,67.5,150,340
Caseara Martinez,F,55.1,27,117.5,87.5,135,340
Tiffany Winton,F,53.9,27,115,67.5,142.5,325
Sarah Vatinno,F,55.9,23,107.5,60,150,317.5
La Jeanne Mallett,F,53.1,26,110,55,140,305
Elizabeth Disney,F,55.5,27,112.5,52.5,140,305
Sarah Runkle,F,55.2,32,107.5,62.5,125,295
Vanessa Gomez,F,55.8,27,97.5,65,132.5,295
Michelle Green,F,53.1,25,100,52.5,137.5,290
Rachel Bitz,F,55.4,26,100,60,127.5,287.5
Zyra Fortes,F,55.7,33,105,57.5,125,287.5
Rachel Schmidt,F,53.7,31,82.5,55,117.5,255
Nicole Daoang,F,59.8,23,135,95,182.5,412.5
Cindy Rivera,F,56.7,30,147.5,75,182.5,405
Precious Trejo,F,60,20,160,90,155,405
Michelle Kim,F,59.8,26,145,75,170,390
Veronica Card,F,58.2,30,132.5,77.5,170,380
Elizabeth West,F,58.3,22,135,75,160,370
Taylor Irvine,F,58.1,25,130,80,157.5,367.5
Carrie Althoff,F,59.8,26,130,67.5,147.5,345
Erika Ford,F,57.2,26,110,60,160,330
Adriana Mesa,F,59.5,34,115,65,145,325
Marielle Villanueva,F,59.5,20,120,57.5,140,317.5
Kellie Lucero,F,59.3,23,110,65,137.5,312.5
Magdalena Avendaño,F,58,55,97.5,75,132.5,305
Erika Johnson #1,F,59.1,25,107.5,52.5,145,305
Danielly Rocha-Lanter,F,57.9,31,100,55,142.5,297.5
Desiree Hooper,F,59.5,25,107.5,57.5,132.5,297.5
Jen Paullin,F,58.6,41,102.5,50,127.5,280
Steph Powell,F,66.4,31,182.5,95,242.5,520
Valerie Smith #1,F,65.9,44,125,93,175,393
Stacey Otlin,F,66.9,41,137.5,80,175,392.5
Andrea King,F,67.3,32,135,75,182.5,392.5
Charlie Mendez,F,66.2,24,152.5,77.5,157.5,387.5
Bailey Stettmeier,F,64.2,20,142.5,72.5,162.5,377.5
Paige Miller,F,66.8,27,135,72.5,165,372.5
Julia Cap,F,67,29,140,65,162.5,367.5
Daisy De La Rosa,F,66.1,23,125,75,155,355
Laura Williams #2,F,62.1,48,125,85,142.5,352.5
Alyssa Verley,F,66.3,28,120,70,150,340
Melaina King,F,65.7,27,117.5,65,152.5,335
Andrea Tuchman,F,65.7,35,130,60,145,335
Paola Rodelas,F,66.3,31,125,67.5,132.5,325
Jessica Vien,F,65.6,25,110,55,150,315
Carla Green,F,66.9,36,90,55,150,295
Niara Valentine,F,71.7,22,167.5,100,200,467.5
Tayler Claflin,F,72.6,19,180,110.5,162.5,453
Emily Reuland Zwyer,F,70.4,26,172.5,82.5,182.5,437.5
Taylor Porter,F,74.6,23,165,97.5,172.5,435
Kris Kobza,F,72.4,51,150,92.5,187.5,430
Elizabeth Leonhardt,F,71.1,25,157.5,75,195,427.5
Amanda Lewis,F,74,37,147.5,75,167.5,390
Leah Conley,F,74.9,35,130,80,167.5,377.5
Rebecca Wilder,F,71.8,33,150,75,150,375
Jennifer Wills,F,72.8,54,122.5,85,165,372.5
Kristen Lawson,F,69.5,36,150,55,162.5,367.5
Maggie Kuhn,F,73.7,57,127.5,75,160.5,363
Meghan Trebilco,F,71.6,25,130,85,142.5,357.5
Samantha Scardino,F,73.3,26,122.5,65,167.5,355
Rosaura Pagan,F,73.5,28,137.5,70,145,352.5
Michelle Vandeburgh,F,78.1,35,147.5,105,190,442.5
Amber Burns,F,81.8,30,170,92.5,175,437.5
Traviz Cabatingan,F,81,32,150,95,185,430
Leila Galloway,F,78.5,40,147.5,82.5,192.5,422.5
Tina Collins,F,79.8,49,155,92.5,172.5,420
Rebecca LaMar,F,81.9,28,155,85,170,410
Cecillia French,F,81.3,30,137.5,75,165,377.5
Christina Cope,F,81.4,32,130,75,165,370
Nichole Holzum,F,86.5,31,160,82.5,195,437.5
Leah Whitmer,F,83.7,28,165,80,172.5,417.5
Deyana Stuebner,F,88.9,28,140,85,180,405
Donnie Rogers,F,89.8,47,160,82.5,160,402.5
Christy James-Moser,F,87.3,42,132.5,70,172.5,375
Erin Palma,F,101.1,26,210,102.5,227.5,540
Ogechi Akalegbere,F,98.7,30,217.5,110,207.5,535
Grace Tacuyan-Witt,F,101.4,41,162.5,92.5,202.5,457.5
Jackie Stevens,F,123,28,185,87.5,182.5,455
Kimberly Einstein #1,F,126.1,34,167.5,90,190,447.5
Maria Chavira,F,134,34,160,97.5,182.5,440
Christopher Castaneda,M,53.5,24,157.5,102.5,202.5,462.5
Mark Anzalone,M,56,19,125,110,200,435
Alan Le,M,55.4,26,140,87.5,187.5,415
Logan Kent,M,58.5,22,185.5,85,215.5,486
Roman Valentine,M,59.8,20,162.5,90,197.5,450
Michael Estrella,M,67.2,32,207.5,167.5,262.5,637.5
Joe Chau,M,67.4,25,200,127.5,285,612.5
Vincent Yacuzzi Jr,M,66.5,30,205,125,242.5,572.5
Vincent Chieu,M,65.7,26,200,120,250,570
Jason Vicente,M,66.4,34,180,145,235,560
Albert Caval,M,65.9,38,200,107.5,250,557.5
Rogelio Magbual Jr,M,67.4,29,175,150,232.5,557.5
Matthew Smith #1,M,65.9,25,192.5,105,250,547.5
Albert Alberto,M,67.5,22,187.5,127.5,217.5,532.5
Kevin Dema-Ala,M,65.6,24,192.5,105,227.5,525
Melvin Caballero,M,67.5,25,167.5,137.5,217.5,522.5
